,date,hour,price_zone_id,dict_version_number,calculation_id,Pmax_opt
363,15.08.2015 0:00:00,3,1,1576,1,"30913,575"
364,15.08.2015 0:00:00,4,1,1576,1,"30913,575"
365,15.08.2015 0:00:00,5,1,1576,1,"30899,575"
366,15.08.2015 0:00:00,6,1,1576,1,"30844,575"
367,15.08.2015 0:00:00,7,1,1576,1,"30819,575"
368,15.08.2015 0:00:00,8,1,1576,1,"30784,875"
369,15.08.2015 0:00:00,9,1,1576,1,"30816,875"
370,15.08.2015 0:00:00,10,1,1576,1,"30858,875"
371,15.08.2015 0:00:00,11,1,1576,1,"30996,375"
372,15.08.2015 0:00:00,12,1,1576,1,"31028,375"
373,15.08.2015 0:00:00,13,1,1576,1,"31051,375"
374,15.08.2015 0:00:00,14,1,1576,1,"31105,375"
375,15.08.2015 0:00:00,15,1,1576,1,"31136,575"
376,15.08.2015 0:00:00,16,1,1576,1,"31135,575"
377,15.08.2015 0:00:00,17,1,1576,1,"31102,375"
378,15.08.2015 0:00:00,18,1,1576,1,"31106,375"
379,15.08.2015 0:00:00,19,1,1576,1,"31161,875"
380,15.08.2015 0:00:00,20,1,1576,1,"31127,875"
381,15.08.2015 0:00:00,21,1,1576,1,"31054,875"
382,15.08.2015 0:00:00,22,1,1576,1,"29197,377"
383,15.08.2015 0:00:00,23,1,1576,1,"29294,077"
384,16.08.2015 0:00:00,0,1,1576,1,"28679,375"
385,16.08.2015 0:00:00,1,1,1576,1,"28667,375"
386,16.08.2015 0:00:00,2,1,1576,1,"28396,375"
387,16.08.2015 0:00:00,3,1,1576,1,"28376,375"
388,16.08.2015 0:00:00,4,1,1576,1,"28376,375"
389,16.08.2015 0:00:00,5,1,1576,1,"28368,375"
390,16.08.2015 0:00:00,6,1,1576,1,"28314,375"
391,16.08.2015 0:00:00,7,1,1576,1,"28292,375"
392,16.08.2015 0:00:00,8,1,1576,1,"28247,675"
393,16.08.2015 0:00:00,9,1,1576,1,"28241,675"
394,16.08.2015 0:00:00,10,1,1576,1,"28203,675"
395,16.08.2015 0:00:00,11,1,1576,1,"28202,675"
396,16.08.2015 0:00:00,12,1,1576,1,"28284,175"
397,16.08.2015 0:00:00,13,1,1576,1,"28284,175"
398,16.08.2015 0:00:00,14,1,1576,1,"28279,175"
399,16.08.2015 0:00:00,15,1,1576,1,"28279,175"
400,16.08.2015 0:00:00,16,1,1576,1,"28277,175"
401,16.08.2015 0:00:00,17,1,1576,1,"28888,975"
402,16.08.2015 0:00:00,18,1,1576,1,"28900,975"
403,16.08.2015 0:00:00,19,1,1576,1,"28944,475"
404,16.08.2015 0:00:00,20,1,1576,1,"28958,475"
405,16.08.2015 0:00:00,21,1,1576,1,"28380,475"
406,16.08.2015 0:00:00,22,1,1576,1,"28254,475"
407,16.08.2015 0:00:00,23,1,1576,1,"27734,475"
408,17.08.2015 0:00:00,0,1,1576,1,"27530,875"
409,17.08.2015 0:00:00,1,1,1576,1,"28076,875"
410,17.08.2015 0:00:00,2,1,1576,1,"28315,875"
411,17.08.2015 0:00:00,3,1,1576,1,"29148,575"
412,17.08.2015 0:00:00,4,1,1576,1,"29332,575"
413,17.08.2015 0:00:00,5,1,1576,1,"29813,575"
414,17.08.2015 0:00:00,6,1,1576,1,"30242,575"
415,17.08.2015 0:00:00,7,1,1576,1,"30830,075"
416,17.08.2015 0:00:00,8,1,1576,1,"31554,975"
417,17.08.2015 0:00:00,9,1,1576,1,"32391,975"
418,17.08.2015 0:00:00,10,1,1576,1,"32649,975"
419,17.08.2015 0:00:00,11,1,1576,1,"32643,475"
420,17.08.2015 0:00:00,12,1,1576,1,"32640,475"
421,17.08.2015 0:00:00,13,1,1576,1,"32705,475"
422,17.08.2015 0:00:00,14,1,1576,1,"32713,475"
423,17.08.2015 0:00:00,15,1,1576,1,"32733,475"
424,17.08.2015 0:00:00,16,1,1576,1,"32763,475"
425,17.08.2015 0:00:00,17,1,1576,1,"32782,59"
426,17.08.2015 0:00:00,18,1,1576,1,"32792,59"
427,17.08.2015 0:00:00,19,1,1576,1,"32814,09"
428,17.08.2015 0:00:00,20,1,1576,1,"32838,09"
429,17.08.2015 0:00:00,21,1,1576,1,"32745,59"
430,17.08.2015 0:00:00,22,1,1576,1,"32049,99"
431,17.08.2015 0:00:00,23,1,1576,1,"32190,99"
432,18.08.2015 0:00:00,0,1,1576,1,"31694,859"
433,18.08.2015 0:00:00,1,1,1576,1,"31607,859"
434,18.08.2015 0:00:00,2,1,1576,1,"31556,859"
435,18.08.2015 0:00:00,3,1,1576,1,"31679,859"
436,18.08.2015 0:00:00,4,1,1576,1,"31507,859"
437,18.08.2015 0:00:00,5,1,1576,1,"31293,859"
438,18.08.2015 0:00:00,6,1,1576,1,"31427,859"
439,18.08.2015 0:00:00,7,1,1576,1,"31645,859"
440,18.08.2015 0:00:00,8,1,1576,1,"31755,859"
441,18.08.2015 0:00:00,9,1,1576,1,"31941,859"
442,18.08.2015 0:00:00,10,1,1576,1,"32044,859"
443,18.08.2015 0:00:00,11,1,1576,1,"32063,359"
444,18.08.2015 0:00:00,12,1,1576,1,"31768,359"
445,18.08.2015 0:00:00,13,1,1576,1,"31789,359"
446,18.08.2015 0:00:00,14,1,1576,1,"32068,359"
447,18.08.2015 0:00:00,15,1,1576,1,"31978,359"
448,18.08.2015 0:00:00,16,1,1576,1,"31978,359"
449,18.08.2015 0:00:00,17,1,1576,1,"31986,359"
