,INTERVAL,M_DATE,PRICE_ZONE_ID,POWER_SYS_ID,E_USE_FACT
468,12,16.12.2018 0:00:00,1,530000,32354
469,13,16.12.2018 0:00:00,1,530000,32461
470,14,16.12.2018 0:00:00,1,530000,33213
471,15,16.12.2018 0:00:00,1,530000,34334
472,16,16.12.2018 0:00:00,1,530000,34600
473,17,16.12.2018 0:00:00,1,530000,34563
474,18,16.12.2018 0:00:00,1,530000,34145
475,19,16.12.2018 0:00:00,1,530000,33619
476,20,16.12.2018 0:00:00,1,530000,32877
477,21,16.12.2018 0:00:00,1,530000,31221
478,22,16.12.2018 0:00:00,1,530000,29801
479,23,16.12.2018 0:00:00,1,530000,28944
480,0,17.12.2018 0:00:00,1,530000,28221
481,1,17.12.2018 0:00:00,1,530000,27798
482,2,17.12.2018 0:00:00,1,530000,27921
483,3,17.12.2018 0:00:00,1,530000,28275
484,4,17.12.2018 0:00:00,1,530000,29837
485,5,17.12.2018 0:00:00,1,530000,32332
486,6,17.12.2018 0:00:00,1,530000,34538
487,7,17.12.2018 0:00:00,1,530000,36319
488,8,17.12.2018 0:00:00,1,530000,37147
489,9,17.12.2018 0:00:00,1,530000,37139
490,10,17.12.2018 0:00:00,1,530000,36700
491,11,17.12.2018 0:00:00,1,530000,36427
492,12,17.12.2018 0:00:00,1,530000,36267
493,13,17.12.2018 0:00:00,1,530000,36493
494,14,17.12.2018 0:00:00,1,530000,36714
495,15,17.12.2018 0:00:00,1,530000,37328
496,16,17.12.2018 0:00:00,1,530000,37226
497,17,17.12.2018 0:00:00,1,530000,36873
498,18,17.12.2018 0:00:00,1,530000,36234
499,19,17.12.2018 0:00:00,1,530000,35556
500,20,17.12.2018 0:00:00,1,530000,34328
501,21,17.12.2018 0:00:00,1,530000,32193
502,22,17.12.2018 0:00:00,1,530000,30689
503,23,17.12.2018 0:00:00,1,530000,29464
504,0,18.12.2018 0:00:00,1,530000,28797
505,1,18.12.2018 0:00:00,1,530000,28599
506,2,18.12.2018 0:00:00,1,530000,28580
507,3,18.12.2018 0:00:00,1,530000,28972
508,4,18.12.2018 0:00:00,1,530000,30278
509,5,18.12.2018 0:00:00,1,530000,32781
510,6,18.12.2018 0:00:00,1,530000,34899
511,7,18.12.2018 0:00:00,1,530000,36327
512,8,18.12.2018 0:00:00,1,530000,37230
513,9,18.12.2018 0:00:00,1,530000,36941
514,10,18.12.2018 0:00:00,1,530000,36478
515,11,18.12.2018 0:00:00,1,530000,36494
516,12,18.12.2018 0:00:00,1,530000,36522
517,13,18.12.2018 0:00:00,1,530000,36557
518,14,18.12.2018 0:00:00,1,530000,36980
519,15,18.12.2018 0:00:00,1,530000,37396
520,16,18.12.2018 0:00:00,1,530000,37255
521,17,18.12.2018 0:00:00,1,530000,36764
